nome,cargo,sexo,idade,salario
John Loiacono,vendedor,M,28,1246.55
Patricia Shankle,operador,F,59,1165.39
Morris Warren,vendedor,M,24,1234.52
Teresa Sotelo,operador,F,29,952.31
Heather Fugate,operador,F,32,990.72
Lin Lartigue,analista,F,29,1628.4
Eric Clayton,atendent,M,48,907.53
Danielle Jenkins,analista,F,58,1335.62
Rosa Chen,vendedor,F,26,1136.1
Leslie Carrasco,operador,M,27,1052.06
Albert Ruth,operador,M,35,1141.48
Jennifer Frank,operador,F,36,1167.49
Jacinta Brogan,diretor,F,60,10156.41
Arlene Mcneely,vendedor,F,25,1361.46
Larry Harrison,operador,M,29,1067.33
Stephanie Comley,atendente:,F,37,834.81
Jason Campbell,atendent,M,25,949.43
Shirley Runnels,atendent,F,20,945.07
Cordia Hicks,atendente:,F,54,935.13
Crystal Clark,operador,F,37,1218.67
Lisa Fretwell,operador,F,59,1010.84
Ann Dumas,analista,F,54,1686.44
Betty Morris,vendedor,F,55,1317.25
Richard Rosado,atendente:,M,36,963.04
Judy Tesoriero,analista,F,24,1736.6
Tammy Geier,atendent,F,22,792.08
John Blanco,vendedor,M,38,1171.84
Donna Santiago,operador,F,46,1053.71
Karima Juarez,analista,F,50,1642.25
Charlotte Labarbera,operador,F,22,1055.19
Roland Demonbreun,operador,M,56,1024.84
Kaylene Sun,vendedor,F,25,1170.05
Dennis Fike,analista,M,22,1338.78
Eugene Robinson,analista,M,42,1688.23
Windy Pearce,atendent,F,40,935.02
Jennie Harrington,analista,F,38,1728.31
Christine Burgess,operador,F,21,1023.88
Sandra Russell,analista,F,43,1617.71
Harold West,atendente:,M,38,898.3
Melissa Church,atendente:,F,51,776.66
Diane Young,operador,F,35,1010.35
Melanie Gonzalez,atendent,F,41,893.48
Raymond Dendy,supervisor,M,26,3112.6
James Slocum,atendent,M,39,968.18
Laurence Smith,operador,M,59,886.61
Harry Mckeel,operador,M,55,997.52
Dominga Spencer,operador,F,40,1174.95
Lory Volpe,vendedor,F,34,1383.35
George Hayes,analista,M,52,1525.41
Anne Gordon,operador,F,36,931.38
Robert Dayley,vendedor,M,22,1354.37
Maria Hayes,analista,F,28,1745.6
Latrice Bedwell,analista,F,54,1464.39
Jack Coury,gerente,M,31,4363.28
Brice Selby,analista,M,26,1355.45
Monique Kibby,atendent,F,59,904.01
Becky Slone,vendedor,F,21,1202.67
Rosa Minard,atendente:,F,45,913.78
Betty Hamel,analista,F,26,1371.18
Patrick Desmarais,operador,M,26,842.02
Penny Heath,atendente:,F,26,947.22
Frances Pigg,analista,F,47,1429.11
Anna Flores,vendedor,F,48,1453.2
Genevieve Hall,diretor,F,35,11787.86
Lynette Glasser,atendente:,F,21,871.75
Randy Silver,atendente:,M,55,780.21
John Carol,operador,M,53,1067.68
Jamila Moss,atendent,F,58,904.79
Angela Brooks,operador,F,32,1103.11
Laura Cook,operador,F,20,1132.08
Darrel Coker,operador,M,38,823.13
David Shipman,vendedor,M,46,1239.67
Ronald Walker,analista,M,22,1350.58
Glenda Latimer,atendente:,F,48,752.26
Rose Kauffman,vendedor,F,38,1218.58
Sylvia Decker,vendedor,F,36,1398.36
Chance Frederick,analista,M,50,1397.37
Eugene Bynum,operador,M,20,1134.26
Mary Tullio,vendedor,F,45,1241.78
Tina Purdy,atendent,F,37,951.88
Linda Thomas,analista,F,60,1691.22
Magdalene Riley,supervisor,F,40,3212.31
Amanda Howard,vendedor,F,34,1094.78
Jeffrey Carrillo,analista,M,58,1538.05
William Brown,atendente:,M,56,883.2
William Willis,vendedor,M,29,1443.91
Elias Hall,atendente:,M,53,701.17
Sandra Palmer,operador,F,53,1058.54
Norman Moore,analista,M,59,1375.76
Florence Austin,analista,F,40,1489.54
Eugene Mullen,analista,M,40,1548.05
Bethany Newman,operador,F,20,942.2
Tammy Smith,analista,F,55,1656.39
Charles Mensik,atendent,M,32,972.23
Gary Orndorff,atendente:,M,56,901.88
John Anderson,atendente:,M,59,864.57
Mary Shotwell,supervisor,F,57,2503.44
Roland Hernandez,atendente:,M,24,961.51
Velma Pate,vendedor,F,31,1239.12
Lora Whitmire,analista,F,53,1451.9
Marjory Muraski,analista,F,21,1670.15
Mary Bartlett,supervisor,F,56,3060.05
Jared Bernes,atendente:,M,48,864.87
Janice Bauer,vendedor,F,29,1385.93
Michael Thompson,operador,M,20,1026.52
Harold Arguello,operador,M,20,973.47
Nicole Groff,analista,F,40,1305.93
Beverley Hiott,analista,F,60,1310.24
Ruth Siever,operador,F,35,1011.91
Sherri Meekins,operador,F,51,1038.65
Erin Herriman,atendente:,F,55,781.89
Robert Burnett,operador,M,32,904.7
Laverne Mata,analista,F,48,1703.26
Richard Berg,analista,M,54,1417.32
Kathy Howard,atendente:,F,42,905.88
Christopher Buskirk,operador,M,48,970.86
Sheila Mattice,atendente:,F,32,895.44
Lisa Moody,diretor,F,40,8521.64
Nicholas Borthwick,atendent,M,21,870.35
Amy Stringer,atendente:,F,55,827.9
Laura Clark,atendente:,F,40,787.67
Julie Brindley,analista,F,59,1603.14
Cynthia Hill,atendente:,F,21,960.61
Oliver Libel,vendedor,M,23,1372.87
Rhonda Dix,supervisor,F,31,2743.41
Lawanda Nuzback,operador,F,44,1145.64
Jimmie Torres,atendent,F,25,1004.84
Suzanne Lindsey,operador,F,60,949.82
Charles Coleman,atendente:,M,45,761.36
Milton Golden,atendente:,M,47,972.18
Corey Wilson,vendedor,M,25,1415.65
Nathan Klase,atendente:,M,28,1016.45
Griselda Alvis,operador,F,24,1056.03
Cheryl Thomas,operador,F,50,1085.53
Walter Thompson,analista,M,55,1392.95
Eileen Cross,vendedor,F,37,1081.66
Ivan Roy,atendente:,M,55,984.63
Yvonne Mason,atendente:,F,29,759.02
Stacy Lust,vendedor,F,51,1166.11
Alice Eunice,vendedor,F,20,1204.47
James Hawn,vendedor,M,31,1200.63
Anthony Snider,operador,M,24,1159.08
Paul Croom,analista,M,29,1453.92
Dorothy Yeah,operador,F,41,1067.77
Helen Nikolic,analista,F,47,1272.66
Roy Flitter,atendente:,M,22,715.02
Michael Jackson,diretor,M,57,9470.89
Jimmy Catton,operador,F,39,1018.36
Lowell Baldwin,operador,M,57,1188.22
John Barns,analista,F,45,1557.2
Tamika Crume,analista,F,32,1459.69
Cleo Barton,analista,F,54,1468.57
Edgar Arnone,atendente:,M,25,1042.75
Thomas Doerr,operador,M,59,932.54
Edward Kroells,vendedor,M,43,1171.3
Rita Penna,atendente:,F,41,1102.36
Ian Delgado,operador,M,50,1025.21
John Seidel,analista,M,49,1385.74
Rebecca Taylor,operador,F,27,1023.68
Keisha Furnace,vendedor,F,56,1194.17
Alejandro Sword,analista,M,42,1574.85
Shawnda Higginbotham,vendedor,F,27,1148.33
Thomas Niedzwiecki,operador,M,26,1100.5
Maria Bryant,atendente:,F,54,935.55
Kevin Vaughan,atendent,M,36,923.17
Elizabeth Craft,vendedor,F,21,1159.71
Gregory Hirtz,supervisor,M,55,3091.03
Philip Ratliff,atendente:,M,29,935.75
Joseph Crane,vendedor,M,59,1230.64
Donna Yoxall,analista,F,39,1361.15
Jason Blair,analista,M,35,1498.2
Terence Belcher,analista,M,38,1541.69
Brian Moran,operador,M,25,976.49
Cynthia Ramirez,atendent,F,20,724.32
David Campbell,vendedor,M,42,1107.92
Kurt Molina,atendent,M,33,787.6
Michael Clinch,operador,M,56,1097.26
James Borjon,atendente:,M,36,795.49
George Chamberlin,operador,M,36,1114.71
Walter Sampson,operador,M,43,1066.67
Anthony Holbert,atendent,M,52,887.47
Rafael Lavole,vendedor,M,60,1108.9
Zelma Sousa,operador,F,32,1024.79
John Washington,operador,M,55,1110.65
Geoffrey Zieba,diretor,M,42,10046.64
Eloisa Sherman,analista,F,24,1476.48
Arnold Cox,analista,M,27,1409.39
Carol Sellers,vendedor,F,53,1205.05
Crystal Powell,operador,F,39,1032.89
Kathleen Tran,atendent,F,57,719.17
Shawn Gross,operador,M,34,874.39
Steven Andrews,atendente:,M,30,980.97
Kathleen Rose,analista,F,31,1387.68
Mark Scholes,atendente:,M,23,807.14
Beulah Temple,operador,F,42,985.37
Michael Bame,atendent,M,25,895.21
Jessica Foley,analista,F,20,1526.16
Celeste Griffin,atendent,F,21,820.59
Rick Brandon,atendent,M,44,1052.24
Retta Bishop,analista,F,58,1863.53
Rebecca Olson,atendente:,F,28,821.18
Melissa Williams,analista,F,38,1391.97
Ola Stallcup,supervisor,F,35,2675.77
Robert Kemp,operador,M,29,967.95
Robert Santoro,vendedor,M,36,1172.18
Roberta Jamerson,analista,F,21,1334.35
Mai Brooks,vendedor,F,32,1051.24
Joseph Hammond,vendedor,M,46,1259.24
Ronald Benson,operador,M,60,1106.31
Eunice Mention,atendente:,F,47,991.8
Chris Gardner,analista,M,28,1430.51
Paula Kiehne,analista,F,30,1420.45
Edna Pusey,atendent,F,37,848.11
Monique Wagoner,analista,F,28,1296.63
Herbert Washington,atendent,M,40,963.83
Daniel Bowman,gerente,M,41,4860.14
William Stecklein,atendente:,M,49,938.28
Maxwell Gallogly,analista,M,35,1650.1
Carrie Turner,operador,F,57,1020.89
Nancy Bell,operador,F,44,936.18
Jeff Kane,operador,M,36,1017.65
Gay Early,atendent,F,46,806.83
Thomas Barnette,analista,M,36,1380.4
Clifford Murphy,vendedor,M,58,1092.54
Laurie Malandruccolo,atendente:,F,55,908.26
Charlie Cole,analista,M,51,1627.57
Amanda Hobart,operador,F,25,972.09
Joshua Roberts,operador,M,39,1004.74
Jeanne Monroe,analista,F,34,1533.94
Elijah Sikes,atendente:,M,36,818.61
Quentin Macvane,operador,M,53,975.22
Summer Hall,operador,F,28,993.65
Michelle Durant,atendente:,F,41,898.48
Thomas Bates,analista,M,25,1653.31
Rhonda Root,analista,F,34,1448.03
Leslie Thier,analista,F,38,1391.08
Andrew Ditzel,supervisor,M,59,2710.21
Toni Polizio,vendedor,F,28,1274.44
Monica Heflin,atendent,F,48,976.53
Thomas Norman,analista,M,60,1312.39
Frank Gallego,vendedor,M,31,1119.88
Lindsey Hildebrandt,operador,F,40,1149.14
Tiffany Williams,vendedor,F,60,1006.54
Bonnie Barr,atendent,F,27,829.42
Steve Buck,supervisor,M,23,2947.06
Victoria Wiggins,analista,F,53,1696.97
James Mach,analista,M,47,1225.88
Phyllis Leyh,atendent,F,45,736.71
Sylvia Carmack,analista,F,45,1274.05
Gary Hensley,vendedor,M,44,1104.53
Robert Parker,vendedor,M,25,1233.22
Sylvia Woodford,atendent,F,59,903.17
Raymond Loats,operador,M,23,930.76
Robert Harvey,atendent,M,55,1030.92
Tatiana Maye,operador,F,20,876.76
Desiree Lacey,analista,F,32,1599.12
Kittie Gill,supervisor,F,45,3299.89
Yvette Travers,operador,F,30,855.41
Maria Rivera,atendent,F,44,822.84
Jose Saysongkham,operador,M,46,1105.92
Victoria Bustamante,atendent,F,24,853.07
Brain Crosby,vendedor,M,57,1085.54
Larry Lange,atendente:,M,30,831.44
Amy Rembert,operador,F,22,1178.31
Kevin Mitchell,atendente:,M,47,913.4
Tabitha Walker,atendente:,F,59,831.5
Ryan Lasater,analista,M,20,1464.81
Nancy Peloquin,supervisor,F,30,2896.3
Danny Soland,atendente:,M,51,768.96
Tim Owens,atendente:,M,47,827.18
Carolyn Munoz,vendedor,F,33,1065.86
Jose Douglas,operador,M,57,1175.81
Donald Toney,analista,M,38,1546.51
Kimberly Spriggs,atendente:,F,53,898.22
Lizbeth Knight,analista,F,22,1483.53
Rosa Ney,operador,F,34,1000.36
Roger Worsham,atendent,M,43,795.24
Theresa Lastrapes,operador,F,57,1059.39
Betty Wolfe,atendente:,F,58,954.5
Eric Rice,atendente:,M,48,910.35
Jaime Mills,analista,M,51,1486.44
Eddie Garcia,atendente:,M,48,729.22
Lisa Wheeler,vendedor,F,47,1110.18
Harris Bowman,vendedor,M,31,1201.31
Ralph Kelly,vendedor,M,41,1450.98
Louis Allison,operador,M,35,927.43
Christopher Mcgarvey,analista,M,49,1435.64
Willard Roth,vendedor,M,60,902.94
Jose Thomas,analista,M,33,1601.12
Brenda Powell,supervisor,F,59,3550.68
Kelly Buggs,diretor,F,43,10742.63
Frankie Melvin,analista,M,28,1343.44
Betty Peters,operador,F,40,1062.42
William Holiday,operador,M,37,804.13
Carrie Anderson,vendedor,F,38,1334.37
Helen Katechis,operador,F,25,1049.25
Brian Taylor,analista,M,53,1574.7
Sarah Bernard,supervisor,F,56,3352.87
James Brunner,supervisor,M,46,3011.91
Carl Kump,gerente,M,23,5054.06
Devin Hoard,atendente:,M,45,835.77
Sharon Hildreth,operador,F,49,875.15
Kimberly Mills,operador,F,34,1096.01
Martin Few,operador,M,57,1104.83
Neil Krupka,atendent,M,34,664.45
Viola Smith,atendent,F,33,951.34
Melissa Skinner,atendente:,F,40,970.97
Vanessa Tully,supervisor,F,52,3315.75
Thora Latsko,gerente,F,27,4683.97
Joshua Williams,supervisor,M,50,3638.83
Don Kendrick,analista,M,32,1252.21
David Candelaria,analista,M,50,1464.19
Eleanor Duong,operador,F,59,1026.76
Lee West,atendente:,M,39,663.66
Sheila Hirschman,analista,F,33,1436.45
Barney Thao,vendedor,M,26,1366.51
Melissa Wiseman,diretor,F,60,11274.0
Joey Simila,operador,M,57,1081.6
Robert Smith,operador,M,57,839.75
Rosa Gregory,operador,F,32,988.93
Clarence Kearns,atendent,M,36,984.43
Ricardo Zuniga,analista,M,20,1702.02
Heather Bosma,analista,F,38,1356.77
Hope Merritt,atendent,F,57,777.87
Diana Smith,gerente,F,50,5034.66
Christopher Franco,atendente:,M,34,788.21
Heather Gutknecht,operador,F,31,997.49
Scott Estrada,operador,M,29,839.62
James Bragg,analista,M,21,1409.25
Hubert Ho,operador,M,58,1045.22
Yolanda Cressman,supervisor,F,45,3299.72
Henry Wood,operador,M,21,943.98
Opal Macdonald,vendedor,F,56,1241.84
Marie Mccallum,atendente:,F,32,1030.89
Tina Wilson,operador,F,57,1133.6
Matthew Burch,operador,M,38,1051.6
Elvin Garcia,analista,M,55,1496.32
Sidney Serrano,atendente:,M,52,996.87
Sarah Bradt,atendente:,F,36,1140.09
Joann Ruiz,operador,F,28,983.28
Joyce Crayton,atendente:,F,27,827.29
Priscilla Patterson,atendente:,F,51,858.47
Raquel Morrison,supervisor,F,54,2865.62
Darrell Gilpin,analista,M,37,1282.54
Lillian Brand,analista,F,56,1653.75
Dianne Perez,analista,F,20,1585.32
Olevia Glover,vendedor,F,55,1036.78
Patti Hilliard,operador,F,50,1077.3
Diane Miller,analista,F,45,1400.43
Albert Kinneman,vendedor,M,54,1218.95
William Weber,atendente:,M,21,827.96
Martha Bruster,analista,F,35,1809.47
Joseph Rodrigues,atendent,M,58,992.39
Matilda Cuffe,atendent,F,24,825.69
Stephen Pires,supervisor,M,34,2794.87
Linda Lewis,atendent,F,43,830.59
Vicki James,atendente:,F,53,1013.23
Victor Vergara,operador,M,35,787.25
Ella Martinez,vendedor,F,54,1384.04
Jeanette Harris,vendedor,F,60,1215.29
Whitney Kelleher,vendedor,F,47,1131.7
Sandra Baldwin,operador,F,58,942.01
Melinda Hutchison,atendente:,F,51,886.59
Timothy Polk,analista,M,37,1197.08
Christina Gall,diretor,F,57,10071.83
Thomas Bruley,operador,M,21,1048.46
Marilyn Kwong,supervisor,F,55,2873.96
John Manley,vendedor,M,30,1177.22
Gordon Ramsey,atendente:,M,50,1007.34
Douglas Goodson,analista,M,30,1348.08
Steve Pressley,operador,M,33,1116.69
Roberta Grimm,vendedor,F,35,1062.82
Daniel Walker,vendedor,M,59,1265.13
Lori Hemp,atendente:,F,55,690.1
Charlene Yarbrough,analista,F,52,1391.13
Lee Phillips,operador,M,39,912.43
Matthew Peterson,atendente:,M,39,955.88
Doris Mason,analista,F,28,1640.35
Terry Mendes,atendente:,M,21,914.5
Virginia Russo,supervisor,F,44,2900.34
Mary Ramos,atendente:,F,34,793.22
Jackson Kellum,gerente,M,30,4540.0
Juanita Thomas,vendedor,F,41,1245.56
Geneva Griffis,operador,F,52,1121.13
Rosemary Seymour,vendedor,F,21,1424.59
Veronica Wilson,supervisor,F,40,2968.29
Fred Bradney,analista,M,50,1626.74
Gloria Snyder,analista,F,20,1555.91
Brian Fisher,vendedor,M,55,1232.96
Melba Pena,atendente:,F,42,973.57
Ricardo Pappas,atendente:,M,46,915.19
Janice Carter,operador,F,49,933.01
Tricia Duffy,vendedor,F,25,1324.11
Gregory Droke,operador,M,46,1224.83
Helen Davis,operador,F,25,1062.53
Lou Bozeman,operador,F,33,1026.43
William Wilson,operador,M,59,929.8
Anthony Duncan,atendent,M,43,853.72
Diane Talley,operador,F,50,1100.26
Jesse Fagg,operador,M,43,1111.82
Brian Brown,analista,M,49,1291.42
Charles Dozier,analista,M,35,1614.86
William Bigelow,atendente:,M,52,966.84
Brad Tyler,operador,M,51,937.75
Gina Huntington,gerente,F,41,4137.71
Maria Libby,operador,F,25,898.88
Eddie Dibiase,analista,M,55,1499.37
Sharon Rexford,analista,F,48,1594.4
Donald Gil,operador,M,31,962.97
Jo Lansing,operador,F,37,917.3
Oscar Jones,analista,M,42,1610.45
Ray Ramos,analista,M,24,1547.62
Bruce Raymond,atendent,M,45,827.38
Leslie Fuller,analista,F,39,1538.5
Whitney Hodges,analista,F,53,1472.27
Roberta Denis,operador,F,33,937.83
Robert Phillips,atendente:,M,43,885.0
Kirk Haven,vendedor,M,29,1153.58
Sarah Lizama,atendente:,F,27,918.24
Sue Skaggs,vendedor,F,54,1336.02
Emma Racine,vendedor,F,25,1243.24
Kenneth Caudillo,atendent,M,32,956.64
Israel Wilson,atendente:,M,35,774.12
Walter Mcmillan,atendente:,M,51,855.57
Susanna Goodman,vendedor,F,51,1258.14
Jason Haynes,analista,M,35,1691.51
Tom Dickey,atendente:,M,38,809.13
Julia Oritz,vendedor,F,42,1201.73
Vernon Gadson,atendent,M,38,865.9
Jessica Johnson,atendent,F,34,786.43
Maria Cover,operador,F,52,1112.14
Karen Engel,analista,F,29,1426.14
James Young,atendent,M,55,1006.87
Aimee Scavotto,vendedor,F,58,1119.31
Sandra Decarr,operador,F,21,899.43
Nathan Steven,atendent,M,36,689.94
Matthew Helems,operador,M,39,1044.41
Ernest Curry,vendedor,M,29,1283.5
Sonya Marty,vendedor,F,48,1094.08
Susan Kramer,operador,F,31,899.5
Mary Hassinger,operador,F,20,1063.82
Max Garcia,atendente:,M,39,879.44
Joe Clark,operador,M,41,1068.42
Richard Rodgers,atendente:,M,30,929.09
Amber Powers,analista,F,60,1516.74
Mary Combs,operador,F,38,1236.41
Barbara Russo,operador,F,40,1079.78
Thelma Arteaga,analista,F,39,1518.9
Neil Cain,gerente,M,47,5207.14
Marc Vickers,operador,M,36,1005.13
Jennifer Brown,analista,F,26,1331.84
Lois Hall,atendent,F,28,824.96
Jared Haire,operador,M,31,975.03
Kathryn Kasky,operador,F,24,1097.28
Camille Curtis,operador,F,28,1166.38
Dennis Harmon,operador,M,29,1112.61
Chuck Bush,operador,M,42,1075.65
Hilda Nichols,operador,F,43,1141.55
Terry Jones,analista,F,45,1405.45
Becky Burns,analista,F,54,1542.5
Marie Manning,operador,F,39,924.35
Betsy Varney,vendedor,F,57,1283.7
Grace Curry,operador,F,59,944.24
Stanley Wills,operador,M,22,1043.71
Rodney Jones,operador,M,30,1068.61
William Guy,vendedor,M,37,1136.69
Kevin Panning,atendent,M,33,898.33
Kenneth Fleury,vendedor,M,23,1174.13
Johnny Avant,vendedor,M,44,1405.76
Dudley Williams,vendedor,M,33,1137.48
Larry Clark,atendente:,M,44,996.56
Morgan Griffiths,gerente,F,56,4841.67
Darlene Herrera,operador,F,52,1045.19
Albert Johnson,atendente:,M,59,930.19
Julie Alejandro,operador,F,28,1068.38
Guadalupe Rodriguez,atendent,M,27,956.62
Brittney Mccay,operador,F,23,843.39
Brendan Rose,operador,M,45,925.18
Daniel Howell,analista,M,22,1249.04
Deborah Inouye,vendedor,F,55,1248.69
Valerie Dufresne,operador,F,22,1194.52
Randy Mcswain,operador,M,56,1057.66
Leslie Crews,supervisor,F,24,2862.87
Robert Blenden,vendedor,M,23,1149.15
Lola Pelfrey,operador,F,26,1123.31
Angela Hedrick,supervisor,F,40,2866.25
Ralph Torrey,operador,M,42,1047.66
Alicia Jones,vendedor,F,30,1268.95
John Scheffler,atendent,M,39,809.11
Keith Coppage,vendedor,M,58,1366.4
Donald Armstrong,atendente:,M,44,935.08
Bonnie Juan,vendedor,F,51,1310.9
Alfred Johnson,analista,M,50,1527.88
Barbara Stern,analista,F,53,1422.08
Louise Cox,supervisor,F,40,3013.19
Jean Warren,supervisor,F,55,2953.49
Robert Brokaw,vendedor,M,33,1103.31
Kenny Esquivel,operador,M,51,948.72
John Shepherd,analista,M,43,1540.61
Sean Torres,vendedor,M,21,1057.32
Burt Forrester,atendente:,M,51,793.26
Dena Cooksley,atendente:,F,45,831.67
Brian Bittner,atendent,M,47,1046.13
Katie Correa,supervisor,F,39,3005.28
Jesse Petela,atendent,M,21,933.59
Raymond Wood,operador,M,47,907.9
Linda Morin,operador,F,54,917.46
Andres Kamiya,operador,M,24,961.04
Richard Schroeder,operador,M,47,906.16
Richard Helbling,operador,M,22,1016.49
Steven Scherer,analista,M,32,1701.32
Patrick Decastro,atendente:,M,46,1116.15
Juanita Ivey,vendedor,F,38,1314.76
Anna Davis,vendedor,F,48,1297.93
Mark Bailey,analista,M,24,1583.9
Fernando Nichols,operador,M,24,1164.86
Larry Walsh,vendedor,M,30,1320.23
Rita Jones,operador,F,54,1212.16
Ronald Talkington,operador,M,58,894.9
Helen Bard,operador,F,58,1157.52
Caryl Gavin,atendente:,F,31,990.35
Winifred Murrell,analista,F,26,1395.41
Daniel Burkitt,operador,M,53,875.82
Tammy Ryan,operador,F,44,899.08
Johnie Lemaster,analista,M,48,1364.76
Tommy Mcdaniel,analista,M,57,1451.71
Megan Paige,analista,F,30,1519.28
Virginia Casson,atendent,F,25,826.93
Amy Gamble,operador,F,35,1055.4
Brenda Barr,vendedor,F,60,1289.43
Anne Miller,atendente:,F,35,934.92
David Parks,atendente:,M,55,809.86
Trisha Leday,operador,F,40,1053.71
Valerie Adkins,operador,F,36,984.23
Donald Lutwin,operador,M,29,1002.14
Mario Balboa,operador,M,25,966.56
Dwayne Shirk,atendente:,M,27,782.74
Mary Muniz,analista,F,45,1205.13
Emerson Fuqua,atendente:,M,45,1014.08
Charles Jarvi,vendedor,M,28,1141.75
Ann Smith,analista,F,51,1594.74
Allyson Parker,analista,F,56,1598.34
Rafael Howell,vendedor,M,49,1274.38
Sallie Gladney,atendent,F,41,981.87
David Burt,supervisor,M,49,2964.13
Darren Dow,vendedor,M,20,1182.35
Elmer Pring,operador,M,24,932.2
Bobby York,operador,M,25,1104.02
Janie Bell,operador,F,25,940.81
Marilyn Runge,vendedor,F,31,1257.87
Graham Winfrey,atendent,M,55,857.67
Shaun Derr,operador,M,53,876.23
Rodger Dawson,operador,M,30,881.07
Pamela Miller,operador,F,42,879.04
Earnestine Stewart,operador,F,35,1172.66
Valerie Carlton,vendedor,F,29,1219.18
Alexander Waldron,vendedor,M,32,1456.41
Edward Xiong,vendedor,M,50,1372.29
Sara Horton,analista,F,58,1371.37
Harriette Martin,atendent,F,50,870.44
Matthew Zuniga,analista,M,27,1349.15
Nathan Smoke,operador,M,34,1037.22
Alissa Roberts,operador,F,32,1038.47
Chantel Manchester,analista,F,25,1552.64
April Smith,vendedor,F,34,1161.91
Adam Allen,supervisor,M,31,3183.47
Larry Wise,analista,M,35,1896.91
Ada Brown,operador,F,52,1092.04
Kristi Mitchell,operador,F,49,837.92
William Barnes,gerente,M,56,5246.58
Anthony Lawson,vendedor,M,33,1297.28
Lee Helland,atendent,M,27,926.72
Francis Hyde,supervisor,M,25,2978.07
Ann Villalobas,operador,F,29,1198.81
Annamarie Brecht,atendent,F,41,889.61
Rick Moe,operador,M,30,1046.58
Rosemarie Morales,atendente:,F,49,811.11
Eugene Copeland,atendent,M,25,835.49
Jack Boggs,operador,M,38,1135.88
Judith Jennison,atendent,F,33,866.44
Michelle Patton,operador,F,55,925.24
Pete Tate,operador,M,36,995.02
